shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BwzxErWHh4A,casachicks,https://scontent-bom1-2.cdninstagram.com/vp/669c6a2fa462de86b423becfed7a0885/5DAF5E1D/t51.2885-15/e35/57379489_288110612097435_1264992421352000392_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzMjE4MzY4MjU3MzE0NzY0OA%3D%3D.2,5930,FALSE,262,1350,1080,"Tirsdag, denne uken, blir en spennende dag?? Da kommer dette bordet i samarbeid med @lillesandblomster p� trykk! OG s� skal jeg v�re med p� @abito.no sitt arrangement V�ryr, og dekke et Festbord p� Budsjett. Jeg f�r 600,- til r�dighet, som skal dekke ALT jeg bruker av dekket�y, blomster, lys, servietter osv til seks personer. Tror du jeg klarer det?????

Vi er fire stykk som f�r dekke hvert v�rt bord, og jeg GLEDER meg til � dele opplevelsen sammen med dere @villaknutsen @ann_ingrid @edel.nilsen ???????? Legg gjerne igjen en hilsen under hvis DU ogs� kommer p� V�ryr??

Klem fra Renate



______________________________________________

#interiordesign #borddekking #borddekkingstips #borddekorasjon #tablesetting #tablesettingideas #tabledecor #tablescapes #designer #flower #flowers?? #flowers_super_pics #blomster #blomstergl�dje #blomsterglede #blomsterdekorat�r #blomsterdekoration #lillesandblomster #interior #interiordesign #hytteliv #festbord #decoration #bobedre #boligdr�m #interi�rmagasinet","['interior', 'festbord', 'decoration', 'borddekorasjon', 'tablesetting', 'designer', 'blomstergl�dje', 'boligdr�m', 'blomsterdekorat�r', 'interi�rmagasinet', 'interiordesign', 'flower', 'tablesettingideas', 'flowers', 'lillesandblomster', 'borddekking', 'blomsterdekoration', 'tablescapes', 'blomsterglede', 'tabledecor', 'blomster', 'bobedre', 'hytteliv', 'flowers_super_pics', 'borddekkingstips']",1556475194
BzOW6G9Iv_w,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/11d63f6d4f96ff951f7a18d43ffd0a6a/5DC1ED2A/t51.2885-15/e35/p1080x1080/65301657_120016075918183_5552199879380261854_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NTY5NzIyODQ4NTQyNzE4NA%3D%3D.2,226221,FALSE,754,1325,1080,"My @lancomeofficial beauty look for @glamourspain awards: 

Foundation - Teint idole ultrawear 03

Lipstick - Lancome x Chiara Ferragni palette - Ciao Berry 

On the cheeks - Lancome x Chiara Ferragni palette - blush me up and see kissed highlighter

Eyes - pencil crayon khol - 01 noire

Mascara - Lancome x Chiara Ferragni Hypnose drama

Eyeshadow - Hypnose palette - ST1 Brun ador� #adv ?? #LancomexChiaraFerragni","['LancomexChiaraFerragni', 'adv']",1561662413
BzL057_olBp,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/e5fe554cb5201ac87045061624bba10d/5DA4E666/t51.2885-15/e35/p1080x1080/62262153_702911466833743_5970095784202032324_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDk4NDczMzE4MTM2NjM3Nw%3D%3D.2,337313,FALSE,2699,1350,1080,Even in Germany my pizza regenerates itself ??,[],1561577477
BzLtB0GIONH,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/9be3afd913162eb653f61d4ff90bec88/5DBA3B28/t51.2885-15/e35/p1080x1080/64326715_324586071785082_3579212546479854557_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDk1MDA5MDA4NDExNTI3MQ%3D%3D.2,411375,FALSE,883,1350,1080,?? #TheFerragnez,['TheFerragnez'],1561573347
BzLP91xoMpd,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/e31e750e75cf1f260c511bfdb059c2ea/5DC4514A/t51.2885-15/e35/p1080x1080/65304067_165049961197488_5703425471560681830_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDgyMjI3MzY2MDkzMDY1Mw%3D%3D.2,262140,FALSE,1229,1350,1080,My look for my #LancomexChiaraFerragni launch and event in Germany ??,['LancomexChiaraFerragni'],1561558110
BzJSqF9oofv,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/eb726659338ddd8f7a7ad5b5ddfcc3c2/5DB48EE7/t51.2885-15/e35/p1080x1080/64746302_384917568823547_6124446508732731262_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDI3MTE2MDgzODgxNzc3NQ%3D%3D.2,584011,FALSE,5512,1349,1080,We�re a family of all blondes now ?????????????????? @fedez #TheFerragnez,['TheFerragnez'],1561492413
BzJKe0UIFLo,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/a3d3c4657beb3fa00df89191fcfb42e3/5DB7C098/t51.2885-15/e35/p1080x1080/65305715_113157956630026_6980887979055700405_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDIzNTIwMTYwMjQ3NDcyOA%3D%3D.2,396365,FALSE,1259,1350,1080,In Frankfurt in a total @balmain look ?? Shop this bag directly from my photo ?? #Balmainbbag #advertising,"['advertising', 'Balmainbbag']",1561488126
BzI7gbbo4Ov,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/d2392ebb32b4d4fb9ec54fa0aff8b2e1/5DA52EE1/t51.2885-15/e35/p1080x1080/64811506_467666130448317_8360468366818826938_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDE2OTM0MTYyNjI1NDI1NQ%3D%3D.2,736242,FALSE,2504,1349,1080,Cutest boy on the beach ??,[],1561480275
BzIE3BnoFfb,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/73f3a4b9d8c1bf92316b3218711cf57c/5DB10701/t51.2885-15/e35/p1080x1080/64841476_560748687663370_2780366336598356893_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzkyOTAwMTg5OTkzOTgwMw%3D%3D.2,301300,FALSE,1128,1350,1080,Going to Frankfurt and I have a free day today before my #LancomexChiaraFerragni event tomorrow.. Where should I go? What should I see? Never been there ????,['LancomexChiaraFerragni'],1561451624
BzECEy-o_WP,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/9a17b609870f83dd50fd7ebfcfdabb61/5DA0849F/t51.2885-15/e35/p1080x1080/64478914_631002980716086_1085082793802209030_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3Mjc5MDg1NDIwNjIyMzc1OQ%3D%3D.2,348810,FALSE,1145,1350,1080,Ciao Amsterdam ??,[],1561315946
BzDm4aGIFxa,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/d318064d06fae152d902544c0a6bf970/5DA81268/t51.2885-15/e35/p1080x1080/64241406_422440855267773_1167312827447552186_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MjY3MTI1NTU5ODc1MDgxMA%3D%3D.2,268376,FALSE,863,1350,1080,Next stop: Amsterdam for my #LancomexChiaraFerragni event ??,['LancomexChiaraFerragni'],1561301689
BzDDGMrINty,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/05bd2bfd8c96fbe0c11bd557d257df0a/5DB2EA5C/t51.2885-15/e35/p1080x1080/65517950_1338166189670631_1290269222922817988_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MjUxMzg3MzU4NTQyOTM2Mg%3D%3D.2,416451,FALSE,1848,1350,1080,Happy Sunday ?? #SuppliedbyIntimissimi,['SuppliedbyIntimissimi'],1561282928
BzBZ5jboJp_,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/8529c25f72e28044892838915b3e4104/5DB3643C/t51.2885-15/e35/p1080x1080/62478881_171542763868987_2559812312066418694_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MjA1MTIwOTc4NDU2NDM1MQ%3D%3D.2,486850,FALSE,1076,1350,1080,"In every lifetime, I will find you ??",[],1561227774
BzBP2FrI5K2,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/fed8154ffb3bc6716643b180afb510ad/5DAF9A8F/t51.2885-15/e35/p1080x1080/65014373_147320633076992_7866213871115079798_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MjAwNjk5MTIwOTAwOTg0Ng%3D%3D.2,462941,FALSE,1083,1350,1080,The most beautiful wedding on lake Como ?? So happy for you guys @margarita_annabe and @ilyag55555,[],1561222503
BzA5Ao4IH9W,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/80e29c012af23e8f01feb0c6a10a5db8/5DA1C9FD/t51.2885-15/e35/p1080x1080/62483737_911248365885336_6925689908461069115_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTkwNjU2MTEzMjg4Nzg5NA%3D%3D.2,532957,FALSE,2454,1350,1080,If you can�t grow your boobs train your abs ?? And get the most beautiful underwear ?? Wearing a new @intimissimiofficial set #intimissimi #chiaralovesintimissimi #advertising,"['chiaralovesintimissimi', 'advertising', 'intimissimi']",1561210530
BzAlYRoIgkc,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/0712dc9e47c9cde24267510679646d68/5DB0CAEE/t51.2885-15/e35/p1080x1080/62461566_406451263291545_1160709000260305161_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTgyMDIyNDUwNTcxMDg3Ng%3D%3D.2,570940,FALSE,2251,1350,1080,Mum don�t you get it? I�m the coolest ??,[],1561200238
By-0fqlIzA7,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/b0e6fd36a44ce84de02741a090e5f04b/5DB46E7E/t51.2885-15/e35/p1080x1080/65105997_842870132752054_8933519271522772411_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTMyMzc1MzA3OTU4Mjc3OQ%3D%3D.2,500957,FALSE,1395,1350,1080,Together ??,[],1561141054
By-BaT5oknn,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/38df1fe18d61c851df4ef6bc1464a4f9/5DB4BD05/t51.2885-15/e35/62212227_358919544811177_7177608813927164188_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MTA5OTA4NDc1Nzk0NDgwNw%3D%3D.2,588230,FALSE,2217,1349,1080,Summer ready ?? In @chiaraferragnicollection Oscar sandals ??,[],1561114272
By0hScBoF1l,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/2dcd5dc892405e267e66a3cc6922ff4d/5DA7F28B/t51.2885-15/e35/p1080x1080/63226388_705558296570525_2430419783221906800_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2ODQyNDUzMTQ0NzQwNTkyNQ%3D%3D.2,386884,FALSE,1281,1350,1080,Loved driving through LA with my @bmwusa @bmwitalia #socalbmw #BMWX7 #Adv ??,"['socalbmw', 'Adv', 'BMWX7']",1560795440
ByvbI3oIJPG,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/7245ab439eadf322c7e12cd49d1c84a4/5DB2045C/t51.2885-15/e35/s1080x1080/62441177_2311292275616124_2216663790621233859_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2Njk5MDExMDcyNjk4NDY0Ng%3D%3D.2,1150982,FALSE,6244,1063,1080,"Me and Leo, both at 14 months ??",[],1560624444
ByvTa48Iy0Q,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/64a6995f68fc6157dbc89fe74d9d6e44/5DB931B7/t51.2885-15/e35/p1080x1080/61753632_464871937419816_6712187714651524192_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2Njk1NjE2NDcxNDkzMzUyMA%3D%3D.2,320219,FALSE,955,1350,1080,What have I just finished eating? ??,[],1560620397
ByqMv1hoqjM,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/d39d919aa46cea8864c74423092c5e71/5DA687FA/t51.2885-15/e35/p1080x1080/62115788_690827404687537_6607308056039149108_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NTUxOTQ0Mjk0ODk1ODQxMg%3D%3D.2,480118,FALSE,817,1172,1080,Motherhood in a picture ??,[],1560449127
BynUd9poQvj,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/f927e3ab8faf94b12d3a3230dde10327/5DA788E4/t51.2885-15/e35/s1080x1080/61912929_446709199487339_3032608401145540826_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDcwODk3NDE2NDM4MDY0Mw%3D%3D.2,815589,FALSE,42680,1080,1080,Super long or short hair? Vote and help me decide what looks the best ??,[],1560352511
BynMAQPowXQ,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/dc0d7c9777700491d634bf740328b9b1/5DA15C9A/t51.2885-15/e35/p1080x1080/61424078_2237017393083885_7496279401129592991_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDY3MTc0ODE3MzAwNjI4OA%3D%3D.2,696359,FALSE,2368,1350,1080,Frozen yogurt after the photoshoot??,[],1560348073
BymU_2QIROn,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/93cf7640a8e3649350076ca5b00253c5/5DAD1AB9/t51.2885-15/e35/p1080x1080/61896301_213176972980191_4596767794536594592_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDQyOTgyNzcwNTg2OTIyMw%3D%3D.2,505014,FALSE,2063,1350,1080,Today on set ??,[],1560319234
BylJ87Uo-wX,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/f49d403bf8e3ca293d392df7fb5ddccb/5DB005F1/t51.2885-15/e35/s1080x1080/64473548_2248766842054802_2378932316369318498_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDA5OTc3MzUwMzQ5OTI4Nw%3D%3D.2,1001533,FALSE,5077,1080,1080,Beach body: Instagram vs. reality ??,[],1560279889
ByiQbSMozN5,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/109e0e27cb8cc07ed2ba50857d43a998/5DAD7E4F/t51.2885-15/e35/p1080x1080/61745223_1308517672632341_8916352929992330418_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MzI4MzgyMjk5ODUzMjk4NQ%3D%3D.2,417263,FALSE,1171,1350,1080,Walks in LA together make us feel like ??,[],1560182620
ByiA59JoYPB,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/a3d7f5c514f315c3e226c8a7cb11a8ba/5DB6F203/t51.2885-15/e35/p1080x1080/62469031_152588132472263_8451268971958742738_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MzIxNTU2MTk1OTExMzY2NQ%3D%3D.2,291072,FALSE,1212,1350,1080,Sunday look ??,[],1560174483
Byf3gcdI123,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/d83face9d5a9cb5b549c125ce9ac3529/5DA91CCD/t51.2885-15/e35/p1080x1080/60882355_190051281985833_1333417145439396198_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MjYxMTI3NjQ5Mzk3MDg3MQ%3D%3D.2,1216882,FALSE,18508,1350,1080,"Small boobs, big heart ??",[],1560102446
ByacjjjIoEP,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/94681cbf8baff38c0153e68f7317ea5c/5DC139DA/t51.2885-15/e35/p1080x1080/62349548_233089807647290_4612901822121563363_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MTA4NTM2ODEyOTg0NzU2Nw%3D%3D.2,477758,FALSE,1637,1350,1080,Ready for my #LancomexChiaraFerragni event in Roma ?? #adv,"['LancomexChiaraFerragni', 'adv']",1559920544
ByZucesoiLy,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/334f4e8164b95f5b0bfd0fadd1ec1e51/5DAEF194/t51.2885-15/e35/p1080x1080/61178573_712951179108268_4168341301807763815_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MDg4MjU3MTc0NDY0OTk3MA%3D%3D.2,437725,FALSE,1186,1350,1080,Sister love ??,[],1559896368
ByX7j-zIScL,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/e050127643de4d5eb96a1c9156f305e6/5DC1225F/t51.2885-15/e35/61475527_324647145126928_4594041213633564412_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2MDM3NzMxMTkwMDkzNTk0Nw%3D%3D.2,342804,FALSE,1083,1348,1080,Can�t wait for beach time ??,[],1559836137
ByXlrqaIO7S,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/9eb7f6c7176ad2332dcd89caea65a14d/5DC0F187/t51.2885-15/e35/p1080x1080/61843270_122418302310962_2174023661822019357_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MDI4MTA4MjczOTIyNDI3NA%3D%3D.2,426395,FALSE,1205,1350,1080,Love my @calzedonia swimwear campaign ?? can�t wait to be back in Sicily ?#Calzedonia #ChiaraWearsCalzedonia #advertising,"['Calzedonia', 'advertising', 'ChiaraWearsCalzedonia']",1559824665
ByVsXSxiQvu,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/9d5dd579a50dfb227685618b094657ee/5DA6D350/t51.2885-15/e35/p1080x1080/61193723_678742505929299_2717405394991652734_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTc0NzUxOTM0NDc0MTM1OA%3D%3D.2,351792,FALSE,1563,1350,1080,What an epic time at lake Como ?? We created this look only using my #LancomexChiaraFerragni capsule collection @lancomeofficial #adv ??,"['LancomexChiaraFerragni', 'adv']",1559761060
ByVEKdRIgVL,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/981b8b1a37c07c17f1ea353c8286fc49/5DBA5D04/t51.2885-15/e35/p1080x1080/60749124_479395136136746_2530011735663386236_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTU3MDcxNTM5ODYzNjg3NQ%3D%3D.2,302730,FALSE,1074,1349,1080,Welcome to my #LancomexChiaraFerragni launch event at lake Como @lancomeofficial #adv,"['LancomexChiaraFerragni', 'adv']",1559739983
BySJMK5ImuA,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/52ad06b1f63ae847567933a239a55e21/5DB845EE/t51.2885-15/e35/60937112_542092802988723_3325393624185661625_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA1ODc0ODM5ODQxMDAzNDA0OA%3D%3D.2,341043,FALSE,909,1350,1080,Our happy baby ??,[],1559641955
ByQBmJeIa3Z,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/57ae676eebce966b0e83a43a0e3aa34f/5DAF2544/t51.2885-15/e35/p1080x1080/61051322_475365486545452_5163640280560555725_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1ODE1MjA0OTI2NDE0MzgzMw%3D%3D.2,437874,FALSE,1264,1350,1080,Ciao Roma ????,[],1559570865
ByM54XrolCE,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/bf4359dffa084d87e27a4120a8b2e960/5DC4A0FC/t51.2885-15/e35/p1080x1080/60807389_835062023542855_798152981814049083_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1NzI3MzY5MjE3MTQyMzg3Ng%3D%3D.2,572966,FALSE,1813,1349,1080,In my backyard in @calzedonia #ChiaraWearsCalzedonia #Calzedonia #advertising,"['Calzedonia', 'advertising', 'ChiaraWearsCalzedonia']",1559466156
ByKL7vVIu1j,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/afa4b2e2b78e424b1bda60a1751a0dcd/5DBE9ED3/t51.2885-15/e35/p1080x1080/60285758_424471111706383_2376855003208215260_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1NjUwODY2MzYyOTI3ODU2Mw%3D%3D.2,375227,FALSE,1084,1350,1080,Universal Studios was awesome today ?? Pic by @tadyellow,[],1559374958
ByF7MgRI8ZL,chiaraferragni,https://scontent-bom1-2.cdninstagram.com/vp/904cc6f176e8de806c76fda5df532261/5DC53694/t51.2885-15/e35/60609307_184923095781648_5368785279751919768_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA1NTMwOTE0ODk4OTY3MDk4Nw%3D%3D.2,106417,FALSE,614,1080,1080,"Yay my #LancomeXChiaraFerragni capsule collection is almsot sold out on Douglas.it (but it will soon be available online in the rest of the world too ??). From today you can purchase it in over 500 Douglas stores all over Italy, link in stories ?? @lancomeofficial #adv","['LancomeXChiaraFerragni', 'adv']",1559231965
BzOgXLNIMUT,cristiano,https://scontent-bom1-2.cdninstagram.com/vp/6ef74619b7d348abe1a3f2799bf1dda0/5DC614C5/t51.2885-15/e35/65395267_1143178809216595_2241845807316081231_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NTczODgwODMzMjEwOTA3NQ%3D%3D.2,4954605,FALSE,21138,736,1080,????,[],1561667370
BzIi523gYA5,cristiano,https://scontent-bom1-2.cdninstagram.com/vp/a0ba3b3e0b8ac4384e3dcefa678b37f1/5DB4068E/t51.2885-15/e35/s1080x1080/64784392_344364719536528_4097908375758666163_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDA2MTEzNzkwODk1NzI0MQ%3D%3D.2,7627773,FALSE,39988,813,1080,Enjoying the vacation ???????,[],1561467376
BzEbfqzADcN,cristiano,https://scontent-bom1-2.cdninstagram.com/vp/2b9a6678bdf46a34eed559e5601e5022/5DC2D793/t51.2885-15/e35/65215375_332525464314656_9036409975225864867_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3MjkwMjY1MjAwOTY1ODEyNQ%3D%3D.2,7124238,FALSE,46067,720,1080,We made history ??????,[],1561329274
