shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BsvrpoPBQ6s,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/5cbff4c9db4af58936a1f1b4c4d49710/5DA74444/t51.2885-15/e35/49571259_2115494745163193_7176562933304021118_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1ODk3NjMzOTYyOTY0MTM4OA%3D%3D.2,1517,FALSE,72,1350,1080,#lovefl #sponsored —The ranger of Withlacoochee Park (with-la-what?) took us along his favorite trails and we wound up here?? ?? Chalk one up for the ranger ???? @visitflorida @visitpasco,"['sponsored', 'lovefl']",1547748199
BsqhugvBx6e,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/9adc7ac3186c5aecf1e03a2de7e44da6/5DC12523/t51.2885-15/e35/47586416_299568157365882_456644796770708535_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1NzUyNTMxOTgyNTQzMjIyMg%3D%3D.2,1729,FALSE,97,1350,1080,#lovefl #sponsored— @lmonitz and I took horseback riding on the beach to another level by actually taking these cuties into the water bareback to do a little horse surfing with @beachhorses ????? ??Have you ever heard of such a thing??? @visitflorida @visit_bradenton,"['sponsored', 'lovefl']",1547575224
BslFmk5BC1j,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/c2fd4a2c0db5b91394d17ba05f3bda69/5DBFE43F/t51.2885-15/e35/50338255_276185959745367_3532935184569321992_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1NTk5NDI1NDM0NjMwMDc3MQ%3D%3D.2,2044,FALSE,78,1350,1080,#lovefl #sponsored — In my job as a travel blogger I am so fortunate to be able to do some pretty cool things and swinging through the trees ??like a monkey ?? @TreeUmph Adventure Course was definitely one of them! Have you ever done one? Where? @visitflorida @visit_bradenton,"['sponsored', 'lovefl']",1547392707
BsfsU79hx17,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/bf461f6291d623db7a4ed2bc4933f992/5DA484AA/t51.2885-15/e35/47692474_366483574139934_4757998712559823509_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1NDQ3NTcxNjEyMTE0MDYwMw%3D%3D.2,2157,FALSE,110,1350,1080,"Checked something off my bucket list at my @annamariavacations rental in Florida—jump into a pool ????? fully clothed! Have you ever done it? Unfortunately, I was wearing the dress I was supposed to wear to dinner, but oh well ????? BTW-how gorgeous is this pool? @visitflorida @visit_bradenton #lovefl #ad ??: @lmonitz","['ad', 'lovefl']",1547211683
Bsantg2h4Wl,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/2453eb23a675b01602ec73a2b86c2c22/5DC245AF/t51.2885-15/e35/50091868_2100592673320564_7285480788157839334_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1MzA0ODAzOTg4MzUwNzEwOQ%3D%3D.2,1734,FALSE,98,1350,1080,"Hiya from Florida!  Spent my first day here kayaking along Anna Maria Island (we saw dolphins!! ??), eating a dozen donuts ?? and taking this pretty beach pit stop ?? I’d say this trip is off to a pretty good start ?? #lovefl @visitflorida #ad @visit_bradenton @beachbumsami","['ad', 'lovefl']",1547041491
BsVmPg0hPZz,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/d509539fd5b0b29394faf601941288c7/5DB9CAB6/t51.2885-15/e35/47689902_382774095860501_2199961324259992006_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1MTYzNDIwNTMzNTQxODQ4Mw%3D%3D.2,2062,FALSE,81,1350,1080,"San Francisco’s Palace of Fine Arts is one of those places that never gets old ?? The interior is used for an event center, but who needs to go inside when the outside looks like this?
.
PS: Home in California until tomorrow (then going to Florida and Norway!) ???? Where are you going next?",[],1546872948
BsQb1SzhGL1,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/c5fca3f3906c57a1dd08b1dacf23df06/5DC5CA2E/t51.2885-15/e35/49436945_990119797815764_8837733926538747783_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk1MDE4MTA0ODIzMTE1ODUxNw%3D%3D.2,2437,FALSE,82,1350,1080,"This girl is the reason I now have to go to Zurich every time I touch down in Europe ?? #friendsforever
.
I love having friends all over the world (especially this one ??) Where does your furthest friend live?",['friendsforever'],1546699718
BsLQY47haTY,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/e9373610e85b68e6a23918294661b905/5DB78A67/t51.2885-15/e35/46710201_349519488964394_735719360297432257_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0ODcyMzM0MjkwNzY0NzE5Mg%3D%3D.2,2178,FALSE,105,1349,1080,"Have you ever been to Exuma?? It’s the Bahamas islands ?? most famous for the swimming pigs ?? But, there’s so much more! And I wrote a NEW BLOG POST about it ?? ?? Link in Bio ??",[],1546525946
BsIumTuBvMB,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/6fe7e8f5c9e2cd203e9ef24a86f588d0/5DA1BFFC/t51.2885-15/e35/47693085_460574691014175_81837518423523776_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0ODAxMTc4MTQ5MDY2ODI4OQ%3D%3D.2,2062,FALSE,85,1350,1080,After visiting Copenhagen I made a quick stop to one of my favorite cities—ZURICH! And of course we had to go to Lindenhofplatz Park to see one of the best views in Europe ?? Have you ever been?,[],1546441122
BsDhB2LhRYe,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/8d8a09365262175d494a91dbc6b810f3/5DBC1387/t51.2885-15/e35/47584937_318259685565776_3360622132659490005_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0NjU0NDcyNjM4Mzg1OTIzMA%3D%3D.2,1144,FALSE,64,1350,1080,"One of my favorite bucket list experiences was volunteering at an elephant rescue in Thailand (ain’t this Ellie ?? a cutie?)
But if you are going to do it you want to make sure that the place is legit and treats their animals with the love ?? that they deserve. So my NEW BLOG POST talks about 5 of the best rescues in the Chiang Mai area.
Link in bio ?? Have you ever been to an elephant sanctuary?",[],1546266235
Br75ZkhhNK9,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/c78c695b0883acbb2b3c4d361fd1b89d/5DC59D3C/t51.2885-15/e35/42802347_2132890173687941_5046572023469688022_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0NDQwMDEwOTk5NTYxMDgxMw%3D%3D.2,1872,FALSE,109,1350,1080,We were crossing a random bridge in Copenhagen and got a little surprise in the water below—a small underwater museum! Have you ever seen such a thing?,[],1546010577
Br0JrYthFx-,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/018b5cf5b5943dc665499fddf74b5a5b/5DAACE24/t51.2885-15/e35/49459402_666931147055377_876207602069679891_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0MjIxOTkwMzE5MzA3ODkxMA%3D%3D.2,1176,FALSE,101,1350,1080,"Setting the breakfast table for a special Christmas ?? brunch. Pretty soon the house is gonna smell like chicken apple sausage and maple syrup ?? but before that I wanted to wish you all a very MERRY CHRISTMAS ?? and happy holidays. 
I hope Santa is good to you ??????",[],1545750676
BrvAvFXh_tZ,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/aa060c2e08b4ea45bb4bfa768e89fe2c/5DBE2B31/t51.2885-15/e35/47060317_214674042806978_7369065059530497967_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk0MDc3MzE5OTk5ODg3NjUwNQ%3D%3D.2,1251,FALSE,95,1350,1080,That time my husband photobombed me ???? #hescutethough #lovehimanyway,"['hescutethough', 'lovehimanyway']",1545578216
BrnR5zRh3hf,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/571670fef6a251b0010908c6906f7ffe/5DB68CB4/t51.2885-15/e35/47581963_120251269008606_8717367074610701314_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzODU5NjkwMzQ2MjA3NDQ2Mw%3D%3D.2,1286,FALSE,76,1350,1080,"It’s wine o’clock in Copenhagen ????
Red wine is my favorite alcoholic beverage, in fact I’d just drink water if the only options were beer or cocktails ?? How about you? What’s your alcoholic drink of choice?",[],1545318781
BriLI79B5dO,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/970dc149a2653da8d565cf98c617e93a/5DAF4094/t51.2885-15/e35/47322021_369381730486807_1063098037857179525_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzNzE1OTc4MjM2NDg0NTkwMg%3D%3D.2,1363,FALSE,87,1350,1080,I just can’t get enough of the Copenhagen architecture! This little  red building is my fav ????????,[],1545147463
BrdBeUrhDPc,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/f16e963ca2a82150da0fbadd38521d22/5DA38845/t51.2885-15/e35/47096488_540176059791755_856213451610393294_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzNTcwOTg5NjY3NDkxNTI5Mg%3D%3D.2,1961,FALSE,98,1350,1080,Tivoli Gardens was all decked out for the holidays (sparkling lights everywhere!) and I think I found the perfect Christmas tree ?? Do you think it could pass as my carryon? ?? #visitcopenhagen,['visitcopenhagen'],1544974623
BrXthHYhwmy,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/a11aeb6005731e871c21396fb530dc33/5DAC2A96/t51.2885-15/e35/46455616_191458771809437_2004743905014296675_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzNDIxNDc1Mjc0MjM0NTEzOA%3D%3D.2,1178,FALSE,73,1350,1080,Randomly spotted these beauties at the Christiansborg Palace in Copenhagen and just had to stop to watch them trot. ?? Are you a horse lover?,[],1544796388
BrSt_Q8DwFa,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/72be282bdea6e4a41dd91c7042b0b58e/5DC485EF/t51.2885-15/e35/47586200_132007664471154_1279697804215269287_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzMjgwOTQ0OTcwMjg4MzY3NA%3D%3D.2,1218,FALSE,71,1350,1080,We were wandering aimlessly through the street of Copenhagen and came across this perfect archway ?? I love when you find unexpected treasures in a city. How about you? Are you a wanderer or do you typically stick to the itinerary?,[],1544628863
BrLLqjmBjlg,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/45ec74d26933b93a2595fb15a3fb0942/5DA698EC/t51.2885-15/e35/46687888_126659455014953_5426294754663950589_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkzMDY4ODE2ODIwNjk0MDUxMg%3D%3D.2,1275,FALSE,79,1350,1080,Reflections for days at Copenhagen’s Botanical Gardens ????,[],1544375986
BrFv2dDj5Nl,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/928603e8340921f8567795dc693c42ec/5DA1A604/t51.2885-15/e35/46347138_2124641947865515_1269452445701568415_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkyOTE1ODQ2NTYzNDE0NTEyNQ%3D%3D.2,1238,FALSE,92,1350,1080,"I had to bundle up tightly to brave the chilly weather of Copenhagen (there’s even hand warmers in my pockets ??). But, sitting in the hotel room was not an option when there was a cool city to explore. What would you have done?",[],1544193631
Bq-MKUBhA11,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/688cb394140dbebe96b31fe181017afd/5DC45E82/t51.2885-15/e35/44898232_1466655453468190_7204166484408622377_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkyNzAzMTE3NTgxNDMxOTQ3Nw%3D%3D.2,1291,FALSE,88,1350,1080,"Hello from Denmark ???? ! I just arrived to Copenhagen and there’s a theme of bicycles, beautiful stone buildings and cool doors (my favorite!). Have you ever been to Copenhagen? Would love some suggestions of bucket list worthy things to do!",[],1543940039
Bq48O6dBIIf,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/d44441ee4f0b14cc8779d3bf6c7b572e/5DA8503C/t51.2885-15/e35/45806877_2187249324863744_2736168342263137635_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkyNTU1Mzc0ODMyODA4ODA5NQ%3D%3D.2,1405,FALSE,97,1349,1080,"Just daydreaming about my next travel adventure (leaving today!!!) ?? Any guesses where I’ll be going? I’ll give you some hints:
??It’s going to be really cold!
??There will be plenty of Christmas Markets??
??I’ll be munching on Æbleskiver every morning!

Where are you going next?",[],1543763916
BqxRVJxBkMk,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/1c7a4f603b4fa682a8b95b824a6f0a8c/5DA3E213/t51.2885-15/e35/45839416_1514028252077136_5618864434391581776_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkyMzM5NDczNjI0OTc4MzA3Ng%3D%3D.2,1419,FALSE,73,1350,1080,"When you’re e-biking through Utah and come across a tunnel like this, you just gotta stop for a pic ?????? #escapeadventures #biketours @escape_adventures","['biketours', 'escapeadventures']",1543506541
BqpclmqhDxJ,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/855ce8452fd661117d9c92c107295c57/5DB5BAFB/t51.2885-15/e35/44711815_1971369746322634_8028310290449515113_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkyMTE5MjQ0NTQ4ODY3NTkxMw%3D%3D.2,1456,FALSE,88,1350,1080,"Signing my book never gets old because it always reminds me of my hardest bucket list check EVER—writing a book ?? What’s been your most difficult goal to accomplish? #bucketlisters
.
PS: you can get a copy of Bucket List Adventures: 10 Incredible journeys to experience before you die on Amazon ????",['bucketlisters'],1543244008
BqfKjUxBekl,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/9cb9daeb236db8d60dd8bd48542e90e3/5DB4E052/t51.2885-15/e35/44631418_151118552530182_3614562889112870550_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkxODI5ODM3NDIyNzIyNDg2OQ%3D%3D.2,1161,FALSE,109,1350,1080,"On this Thanksgiving Day I have so many things to be thankful for. Family, friends and health are a given, but here’s my top five beyond that. What are you grateful for today???
1. To have been able to turn a passion into a career ??
2. Being close enough to one of my employees that when she had good news she called me at 3 in the morning so I’d be the first to hear ??
3.  Turkeys running around my backyard on Thanksgiving morning ?? #brave ??
4. Every time right before I fall asleep and my husband grabs my hand to hold ??
5. PUPPIES ?? Any kind, anywhere! 
Your turn...",['brave'],1542899008
BqXgcnVhNff,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/4eb363114af69006d14917b7d53b32da/5DA80256/t51.2885-15/e35/45757459_369029703671409_5921971911074291825_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkxNjE0Mjg3MDM0MDA5ODAxNQ%3D%3D.2,1431,FALSE,93,1350,1080,I was so excited to check a BIG one off the bucket list—eating at the Michelin 3-starred The French Laundry in Yountville. ?? have you ever been to a Michelin starred restaurant? Which one?,[],1542642051
BqPzbBRBocH,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/d323b783a78378d7fcd0de077423f9b9/5DABCC85/t51.2885-15/e35/44476739_254174521922446_5344439604608771244_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkxMzk3NDUyMzgxMzA3MDU5OQ%3D%3D.2,1170,FALSE,74,1350,1080,"“Let’s wander where the WiFi is weak.” ???? I love this quote. Since we are in such a technology driven world it’s nice to go someplace and completely disconnect (like the top of this mountain in #Guyana!) ? #discoverguyana 
Where do you go to disconnect?","['discoverguyana', 'Guyana']",1542383564
BqIAmU6BINj,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/30f6db90c674b9e3ab07727d730f1a25/5DAB5AD1/t51.2885-15/e35/43440359_729626924056908_2486640341494540163_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkxMTc4MDY3NTYwNzEwMjMwNw%3D%3D.2,1437,FALSE,114,1350,1080,"It’s nice to go, but it’s always nice to come home ?? When I cross the Golden Gate Bridge is when I start to get excited about sleeping in my own bed ?? Where’s that “start to get excited” location for you?",[],1542122037
BqC15UoBxc5,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/74246b72754af61fbab48211370691bf/5DB01BAB/t51.2885-15/e35/44433830_2197827820474005_8565935692725789462_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkxMDMyNjIyNzU4MDE2Mzg5Nw%3D%3D.2,1442,FALSE,81,1350,1080,My favorite time of year ???? What’s yours?,[],1541948654
Bp9uFFUB2vD,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/a0fa4962ec8b3e9ae9fc4d071fcbdb9c/5DC16C7A/t51.2885-15/e35/43358134_793305640840030_1001797507567926515_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkwODg4NDQ3NjUxNjU5MjU3OQ%3D%3D.2,1244,FALSE,82,1350,1080,"I’ve had issues with my aging legs that are now not as smooth or muscular as the younger me, but then I think about all the incredible places around the world they have brought me to see (like this viewpoint on the top of Guyana’s Awarmie Mountain) ??  Where have your legs taken you lately?",[],1541776784
Bp1__sGB07c,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/b06e3cbb749c3dc1b0ced2d02a20da48/5DA6F170/t51.2885-15/e35/44865904_681595135570592_8663558411469312275_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkwNjcxMTQ3MDg2NDI4OTUwMA%3D%3D.2,1368,FALSE,87,1350,1080,"It was cold ?? at Cedar Breaks National Monument, hence the warm hat and jacket! Do you prefer cold or warm travel destinations? ?? I prefer warm over cold, but would never let that keep me from traveling! #escapeadventures #biketours","['biketours', 'escapeadventures']",1541517741
BpwxihPhnTs,bucketlistjourney,https://scontent-bom1-2.cdninstagram.com/vp/a4d2f24d619cf51761d8fe4650baa703/5DA2F758/t51.2885-15/e35/44476738_1129273403901178_5549836839408820180_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTkwNTI0MDUxODgxMjkyMzExNg%3D%3D.2,1299,FALSE,105,1350,1080,My favorite view of Utah’s Bryce Canyon National Park ?? love all the layers ? @escape_adventures #escapeadventures #biketours,"['biketours', 'escapeadventures']",1541342390
